TAX,ASSESSED
SCHOOL,13870
COUNTY,13925
VILLAGE,13925
SCHOOL,12095
COUNTY,12800
VILLAGE,12800
SCHOOL,10970
COUNTY,15200
VILLAGE,15200
SCHOOL,13370
COUNTY,23100
VILLAGE,23100
SCHOOL,21270
COUNTY,17100
VILLAGE,17100
SCHOOL,17100
COUNTY,13600
VILLAGE,13600
SCHOOL,11770
COUNTY,15775
VILLAGE,15775
SCHOOL,15775
COUNTY,17375
VILLAGE,17375
SCHOOL,15545
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,12450
VILLAGE,12450
SCHOOL,10620
COUNTY,17325
VILLAGE,17325
SCHOOL,15495
COUNTY,17775
VILLAGE,17775
SCHOOL,15945
COUNTY,13550
VILLAGE,13550
SCHOOL,12170
COUNTY,22875
VILLAGE,22875
SCHOOL,21045
COUNTY,15500
VILLAGE,15500
SCHOOL,13670
COUNTY,16025
VILLAGE,16025
SCHOOL,14195
COUNTY,17500
VILLAGE,17500
SCHOOL,15670
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,27800
VILLAGE,27800
SCHOOL,25970
COUNTY,13900
VILLAGE,13900
SCHOOL,13900
COUNTY,14075
VILLAGE,14075
SCHOOL,12245
COUNTY,14300
VILLAGE,14300
SCHOOL,14300
COUNTY,17200
VILLAGE,17200
SCHOOL,17200
COUNTY,17500
VILLAGE,17500
SCHOOL,15670
COUNTY,15625
VILLAGE,15625
SCHOOL,13795
COUNTY,13960
VILLAGE,13960
SCHOOL,12130
COUNTY,12300
VILLAGE,12300
SCHOOL,10470
COUNTY,18975
VILLAGE,18975
SCHOOL,18975
COUNTY,8000
VILLAGE,8000
SCHOOL,4210
COUNTY,15900
VILLAGE,15900
SCHOOL,15900
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,16275
VILLAGE,16275
SCHOOL,16275
COUNTY,11700
VILLAGE,11700
SCHOOL,11700
COUNTY,10050
VILLAGE,10050
SCHOOL,10050
COUNTY,12200
VILLAGE,12200
SCHOOL,12200
COUNTY,11217
VILLAGE,11217
SCHOOL,11070
COUNTY,26450
VILLAGE,26450
SCHOOL,24620
COUNTY,14100
VILLAGE,14100
SCHOOL,12270
COUNTY,18600
VILLAGE,18600
SCHOOL,16770
COUNTY,24525
VILLAGE,24525
SCHOOL,24525
COUNTY,4800
VILLAGE,4800
SCHOOL,4800
COUNTY,12325
VILLAGE,12325
SCHOOL,10495
COUNTY,12100
VILLAGE,12100
SCHOOL,10270
COUNTY,13000
VILLAGE,13000
SCHOOL,13000
COUNTY,20525
VILLAGE,20525
SCHOOL,20525
COUNTY,13100
VILLAGE,13100
SCHOOL,13100
COUNTY,12700
VILLAGE,12700
SCHOOL,12700
COUNTY,13100
VILLAGE,13100
SCHOOL,13100
COUNTY,12200
VILLAGE,12200
SCHOOL,12200
COUNTY,11400
VILLAGE,11400
SCHOOL,9570
COUNTY,11625
VILLAGE,11625
SCHOOL,9795
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,12300
VILLAGE,12300
SCHOOL,12300
COUNTY,15100
VILLAGE,15100
SCHOOL,13270
COUNTY,12450
VILLAGE,12450
SCHOOL,10620
COUNTY,12925
VILLAGE,12925
SCHOOL,11095
COUNTY,12650
VILLAGE,12650
SCHOOL,10820
COUNTY,12400
VILLAGE,12400
SCHOOL,10570
COUNTY,12190
VILLAGE,12190
SCHOOL,11370
COUNTY,12100
VILLAGE,12100
SCHOOL,10270
COUNTY,14100
VILLAGE,14100
SCHOOL,12270
COUNTY,12900
VILLAGE,12900
SCHOOL,11070
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,14800
VILLAGE,14800
SCHOOL,12970
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,12850
VILLAGE,12850
SCHOOL,11020
COUNTY,16575
VILLAGE,16575
SCHOOL,14745
COUNTY,11600
VILLAGE,11600
SCHOOL,9770
COUNTY,12200
VILLAGE,12200
SCHOOL,10370
COUNTY,14700
VILLAGE,14700
SCHOOL,12870
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,14600
VILLAGE,14600
SCHOOL,12770
COUNTY,14900
VILLAGE,14900
SCHOOL,13070
COUNTY,21700
VILLAGE,21700
SCHOOL,19870
COUNTY,21100
VILLAGE,21100
SCHOOL,19270
COUNTY,13900
VILLAGE,13900
SCHOOL,12070
COUNTY,10617
VILLAGE,10617
SCHOOL,8510
COUNTY,10500
VILLAGE,10500
SCHOOL,8670
COUNTY,14800
VILLAGE,14800
SCHOOL,12970
COUNTY,9900
VILLAGE,9900
SCHOOL,9900
COUNTY,10700
VILLAGE,10700
SCHOOL,10700
COUNTY,13000
VILLAGE,13000
SCHOOL,11170
COUNTY,13100
VILLAGE,13100
SCHOOL,11270
COUNTY,11600
VILLAGE,11600
SCHOOL,9770
COUNTY,11875
VILLAGE,11875
SCHOOL,11875
COUNTY,10800
VILLAGE,10800
SCHOOL,10800
COUNTY,12700
VILLAGE,12700
SCHOOL,10870
COUNTY,16425
VILLAGE,16425
SCHOOL,14595
COUNTY,13000
VILLAGE,13000
SCHOOL,11170
COUNTY,12900
VILLAGE,12900
SCHOOL,12900
COUNTY,21000
VILLAGE,21000
SCHOOL,21000
COUNTY,10700
VILLAGE,10700
SCHOOL,6910
COUNTY,14175
VILLAGE,14175
SCHOOL,12345
COUNTY,14000
VILLAGE,14000
SCHOOL,12170
COUNTY,17750
VILLAGE,17750
SCHOOL,15920
COUNTY,11800
VILLAGE,11800
SCHOOL,9970
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,10200
VILLAGE,10200
SCHOOL,10200
COUNTY,12300
VILLAGE,12300
SCHOOL,12300
COUNTY,11475
VILLAGE,11475
SCHOOL,9645
COUNTY,28000
VILLAGE,28000
SCHOOL,26170
COUNTY,18300
VILLAGE,18300
SCHOOL,18300
COUNTY,14750
VILLAGE,14750
SCHOOL,14750
COUNTY,14550
VILLAGE,14550
SCHOOL,12720
COUNTY,13575
VILLAGE,13575
SCHOOL,11745
COUNTY,16400
VILLAGE,16400
SCHOOL,14570
COUNTY,13750
VILLAGE,13750
SCHOOL,13750
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,15500
VILLAGE,15500
SCHOOL,15500
COUNTY,19350
VILLAGE,19350
SCHOOL,19350
COUNTY,10050
VILLAGE,10050
SCHOOL,10170
COUNTY,17750
VILLAGE,17750
SCHOOL,17750
COUNTY,13150
VILLAGE,13150
SCHOOL,11320
COUNTY,17500
VILLAGE,17500
SCHOOL,17500
COUNTY,24800
VILLAGE,24800
SCHOOL,24800
COUNTY,13000
VILLAGE,13000
SCHOOL,9210
COUNTY,13035
VILLAGE,13035
SCHOOL,11205
COUNTY,19600
VILLAGE,19600
SCHOOL,19600
COUNTY,2800
VILLAGE,2800
SCHOOL,2800
COUNTY,11800
VILLAGE,11800
SCHOOL,9970
COUNTY,12300
VILLAGE,12300
SCHOOL,10470
COUNTY,12925
VILLAGE,12925
SCHOOL,12925
COUNTY,12800
VILLAGE,12800
SCHOOL,10970
COUNTY,12450
VILLAGE,12450
SCHOOL,12450
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,12500
VILLAGE,12500
SCHOOL,8710
COUNTY,15940
VILLAGE,15940
SCHOOL,14110
COUNTY,14075
VILLAGE,14075
SCHOOL,14075
COUNTY,12250
VILLAGE,12250
SCHOOL,10420
COUNTY,10500
VILLAGE,10500
SCHOOL,8670
COUNTY,17200
VILLAGE,17200
SCHOOL,17200
COUNTY,12650
VILLAGE,12650
SCHOOL,12650
COUNTY,10100
VILLAGE,10100
SCHOOL,8270
COUNTY,18175
VILLAGE,18175
SCHOOL,16345
COUNTY,18750
VILLAGE,18750
SCHOOL,16920
COUNTY,14800
VILLAGE,14800
SCHOOL,12970
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,16275
VILLAGE,16275
SCHOOL,14445
COUNTY,17150
VILLAGE,17150
SCHOOL,15320
COUNTY,18350
VILLAGE,18350
SCHOOL,18350
COUNTY,19700
VILLAGE,19700
SCHOOL,17870
COUNTY,13300
VILLAGE,13300
SCHOOL,13300
COUNTY,13050
VILLAGE,13050
SCHOOL,11220
COUNTY,18375
VILLAGE,18375
SCHOOL,16545
COUNTY,12350
VILLAGE,12350
SCHOOL,10520
COUNTY,16150
VILLAGE,16150
SCHOOL,14320
COUNTY,21875
VILLAGE,21875
SCHOOL,21875
COUNTY,13900
VILLAGE,13900
SCHOOL,12070
COUNTY,13965
VILLAGE,13965
SCHOOL,13145
COUNTY,17500
VILLAGE,17500
SCHOOL,15670
COUNTY,16700
VILLAGE,16700
SCHOOL,14870
COUNTY,17900
VILLAGE,17900
SCHOOL,16070
COUNTY,16050
VILLAGE,16050
SCHOOL,14220
COUNTY,15600
VILLAGE,15600
SCHOOL,11810
COUNTY,16700
VILLAGE,16700
SCHOOL,14870
COUNTY,18500
VILLAGE,18500
SCHOOL,18500
COUNTY,11317
VILLAGE,11317
SCHOOL,11170
COUNTY,13000
VILLAGE,13000
SCHOOL,11170
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,15300
VILLAGE,15300
SCHOOL,13470
COUNTY,14650
VILLAGE,14650
SCHOOL,12820
COUNTY,15300
VILLAGE,15300
SCHOOL,13470
COUNTY,12600
VILLAGE,12600
SCHOOL,10770
COUNTY,16900
VILLAGE,16900
SCHOOL,15070
COUNTY,16000
VILLAGE,16000
SCHOOL,14170
COUNTY,13000
VILLAGE,13000
SCHOOL,11170
COUNTY,19750
VILLAGE,19750
SCHOOL,19750
COUNTY,20450
VILLAGE,20450
SCHOOL,20450
COUNTY,15300
VILLAGE,15300
SCHOOL,11510
COUNTY,15975
VILLAGE,15975
SCHOOL,14145
COUNTY,13575
VILLAGE,13575
SCHOOL,11745
COUNTY,12200
VILLAGE,12200
SCHOOL,12200
COUNTY,11800
VILLAGE,11800
SCHOOL,11800
COUNTY,12175
VILLAGE,12175
SCHOOL,10345
COUNTY,18100
VILLAGE,18100
SCHOOL,18100
COUNTY,15175
VILLAGE,15175
SCHOOL,13345
COUNTY,16800
VILLAGE,16800
SCHOOL,14970
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,10000
VILLAGE,10000
SCHOOL,8170
COUNTY,15275
VILLAGE,15275
SCHOOL,13445
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,11100
VILLAGE,11100
SCHOOL,9270
COUNTY,12800
VILLAGE,12800
SCHOOL,10970
COUNTY,14550
VILLAGE,14550
SCHOOL,12720
COUNTY,13700
VILLAGE,13700
SCHOOL,9910
COUNTY,2100
VILLAGE,2100
SCHOOL,2100
COUNTY,16300
VILLAGE,16300
SCHOOL,14470
COUNTY,15200
VILLAGE,15200
SCHOOL,13370
COUNTY,20550
VILLAGE,20550
SCHOOL,20550
COUNTY,15700
VILLAGE,15700
SCHOOL,13870
COUNTY,17500
VILLAGE,17500
SCHOOL,17500
COUNTY,24100
VILLAGE,24100
SCHOOL,22270
COUNTY,25675
VILLAGE,25675
SCHOOL,23845
COUNTY,21300
VILLAGE,21300
SCHOOL,19470
COUNTY,18150
VILLAGE,18150
SCHOOL,18150
COUNTY,10900
VILLAGE,10900
SCHOOL,10900
COUNTY,47625
VILLAGE,47625
SCHOOL,45795
COUNTY,28200
VILLAGE,28200
SCHOOL,28200
COUNTY,30200
VILLAGE,30200
SCHOOL,30200
COUNTY,25600
VILLAGE,25600
SCHOOL,23770
COUNTY,31300
VILLAGE,31300
SCHOOL,29470
COUNTY,24140
VILLAGE,24140
SCHOOL,25150
COUNTY,26400
VILLAGE,26400
SCHOOL,26400
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,23400
VILLAGE,23400
SCHOOL,21570
COUNTY,20675
VILLAGE,20675
SCHOOL,18845
COUNTY,15290
VILLAGE,15290
SCHOOL,14470
COUNTY,16800
VILLAGE,16800
SCHOOL,14970
COUNTY,21192
VILLAGE,21192
SCHOOL,21045
COUNTY,21300
VILLAGE,21300
SCHOOL,19470
COUNTY,23000
VILLAGE,23000
SCHOOL,23000
COUNTY,21100
VILLAGE,21100
SCHOOL,19270
COUNTY,21000
VILLAGE,21000
SCHOOL,19170
COUNTY,19300
VILLAGE,19300
SCHOOL,17470
COUNTY,18000
VILLAGE,18000
SCHOOL,18000
COUNTY,21125
VILLAGE,21125
SCHOOL,21125
COUNTY,18375
VILLAGE,18375
SCHOOL,16545
COUNTY,21300
VILLAGE,21300
SCHOOL,21300
COUNTY,18575
VILLAGE,18575
SCHOOL,16745
COUNTY,23675
VILLAGE,23675
SCHOOL,23675
COUNTY,19700
VILLAGE,19700
SCHOOL,17870
COUNTY,20250
VILLAGE,20250
SCHOOL,20250
COUNTY,25000
VILLAGE,25000
SCHOOL,25000
COUNTY,25000
VILLAGE,25000
SCHOOL,23170
COUNTY,23850
VILLAGE,23850
SCHOOL,22020
COUNTY,28850
VILLAGE,28850
SCHOOL,28850
COUNTY,21100
VILLAGE,21100
SCHOOL,21100
COUNTY,16150
VILLAGE,16150
SCHOOL,14320
COUNTY,19550
VILLAGE,19550
SCHOOL,17720
COUNTY,26300
VILLAGE,26300
SCHOOL,24470
COUNTY,16050
VILLAGE,16050
SCHOOL,14220
COUNTY,25300
VILLAGE,25300
SCHOOL,23470
COUNTY,16200
VILLAGE,16200
SCHOOL,16200
COUNTY,22200
VILLAGE,22200
SCHOOL,22200
COUNTY,20300
VILLAGE,20300
SCHOOL,18470
COUNTY,30000
VILLAGE,30000
SCHOOL,28170
COUNTY,17600
VILLAGE,17600
SCHOOL,15770
COUNTY,26975
VILLAGE,26975
SCHOOL,25145
COUNTY,31250
VILLAGE,31250
SCHOOL,29420
COUNTY,4850
VILLAGE,4850
SCHOOL,4850
COUNTY,20025
VILLAGE,20025
SCHOOL,18195
COUNTY,27000
VILLAGE,27000
SCHOOL,27000
COUNTY,22450
VILLAGE,22450
SCHOOL,22450
COUNTY,18925
VILLAGE,18925
SCHOOL,17095
COUNTY,15619
VILLAGE,15619
SCHOOL,11829
COUNTY,17990
VILLAGE,17990
SCHOOL,17170
COUNTY,24650
VILLAGE,24650
SCHOOL,24650
COUNTY,24900
VILLAGE,24900
SCHOOL,24900
COUNTY,27900
VILLAGE,27900
SCHOOL,27900
COUNTY,34575
VILLAGE,34575
SCHOOL,34575
COUNTY,28175
VILLAGE,28175
SCHOOL,28175
COUNTY,22600
VILLAGE,22600
SCHOOL,22600
COUNTY,24600
VILLAGE,24600
SCHOOL,22770
COUNTY,19890
VILLAGE,19890
SCHOOL,22000
COUNTY,23675
VILLAGE,23675
SCHOOL,23675
COUNTY,21500
VILLAGE,21500
SCHOOL,19670
COUNTY,28150
VILLAGE,28150
SCHOOL,26320
COUNTY,22875
VILLAGE,22875
SCHOOL,21045
COUNTY,22100
VILLAGE,22100
SCHOOL,22100
COUNTY,22275
VILLAGE,22275
SCHOOL,22275
COUNTY,24400
VILLAGE,24400
SCHOOL,24400
COUNTY,29000
VILLAGE,29000
SCHOOL,29000
COUNTY,23800
VILLAGE,23800
SCHOOL,23800
COUNTY,28425
VILLAGE,28425
SCHOOL,28425
COUNTY,24025
VILLAGE,24025
SCHOOL,22195
COUNTY,23850
VILLAGE,23850
SCHOOL,23850
COUNTY,16275
VILLAGE,16275
SCHOOL,14445
COUNTY,13700
VILLAGE,13700
SCHOOL,11870
COUNTY,24600
VILLAGE,24600
SCHOOL,22770
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,14200
VILLAGE,14200
SCHOOL,14200
COUNTY,13000
VILLAGE,13000
SCHOOL,13000
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,14800
VILLAGE,14800
SCHOOL,11010
COUNTY,17675
VILLAGE,17675
SCHOOL,17675
COUNTY,16325
VILLAGE,16325
SCHOOL,14495
COUNTY,21350
VILLAGE,21350
SCHOOL,21350
COUNTY,28675
VILLAGE,28675
SCHOOL,28675
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,17700
VILLAGE,17700
SCHOOL,15870
COUNTY,18700
VILLAGE,18700
SCHOOL,16870
COUNTY,16800
VILLAGE,16800
SCHOOL,16800
COUNTY,14417
VILLAGE,14417
SCHOOL,14270
COUNTY,15375
VILLAGE,15375
SCHOOL,13545
COUNTY,18050
VILLAGE,18050
SCHOOL,16220
COUNTY,17900
VILLAGE,17900
SCHOOL,17900
COUNTY,14625
VILLAGE,14625
SCHOOL,14625
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,18100
VILLAGE,18100
SCHOOL,16270
COUNTY,18400
VILLAGE,18400
SCHOOL,18400
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,18500
VILLAGE,18500
SCHOOL,14710
COUNTY,14300
VILLAGE,14300
SCHOOL,12470
COUNTY,13560
VILLAGE,13560
SCHOOL,11730
COUNTY,15090
VILLAGE,15090
SCHOOL,12310
COUNTY,15600
VILLAGE,15600
SCHOOL,15600
COUNTY,18100
VILLAGE,18100
SCHOOL,16270
COUNTY,18100
VILLAGE,18100
SCHOOL,18100
COUNTY,20000
VILLAGE,20000
SCHOOL,20000
COUNTY,17415
VILLAGE,17415
SCHOOL,16595
COUNTY,21425
VILLAGE,21425
SCHOOL,19595
COUNTY,21600
VILLAGE,21600
SCHOOL,21600
COUNTY,17085
VILLAGE,17085
SCHOOL,17085
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,15400
VILLAGE,15400
SCHOOL,13570
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,17500
VILLAGE,17500
SCHOOL,17500
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,19750
VILLAGE,19750
SCHOOL,19750
COUNTY,110600
VILLAGE,110600
SCHOOL,110600
COUNTY,52175
VILLAGE,52175
SCHOOL,52175
COUNTY,12300
VILLAGE,12300
SCHOOL,12300
COUNTY,108000
VILLAGE,108000
SCHOOL,108000
COUNTY,14700
VILLAGE,14700
SCHOOL,14700
COUNTY,51900
VILLAGE,51900
SCHOOL,51900
COUNTY,75050
VILLAGE,75050
SCHOOL,73220
COUNTY,29200
VILLAGE,29200
SCHOOL,29200
COUNTY,71650
VILLAGE,71650
SCHOOL,71650
COUNTY,12500
VILLAGE,12500
SCHOOL,12500
COUNTY,134300
VILLAGE,134300
SCHOOL,134300
COUNTY,155900
VILLAGE,155900
SCHOOL,155900
COUNTY,39000
VILLAGE,39000
SCHOOL,39000
COUNTY,1600
VILLAGE,1600
SCHOOL,1600
COUNTY,52700
VILLAGE,52700
SCHOOL,52700
COUNTY,31834
VILLAGE,31834
SCHOOL,35200
COUNTY,36650
VILLAGE,36650
SCHOOL,34820
COUNTY,14700
VILLAGE,14700
SCHOOL,12870
COUNTY,53685
VILLAGE,53685
SCHOOL,53685
COUNTY,46300
VILLAGE,46300
SCHOOL,44470
COUNTY,51740
VILLAGE,51740
SCHOOL,51740
COUNTY,27100
VILLAGE,27100
SCHOOL,25270
COUNTY,31600
VILLAGE,31600
SCHOOL,31600
COUNTY,16990
VILLAGE,16990
SCHOOL,16170
COUNTY,102535
VILLAGE,102535
SCHOOL,102535
COUNTY,93000
VILLAGE,93000
SCHOOL,93000
COUNTY,74750
VILLAGE,74750
SCHOOL,72920
COUNTY,70775
VILLAGE,70775
SCHOOL,70775
COUNTY,113550
VILLAGE,113550
SCHOOL,113550
COUNTY,129750
VILLAGE,129750
SCHOOL,129750
COUNTY,54700
VILLAGE,54700
SCHOOL,54700
COUNTY,76650
VILLAGE,76650
SCHOOL,76650
COUNTY,53500
VILLAGE,53500
SCHOOL,51670
COUNTY,51150
VILLAGE,51150
SCHOOL,51150
COUNTY,32117
VILLAGE,32117
SCHOOL,31970
COUNTY,13975
VILLAGE,13975
SCHOOL,13975
COUNTY,59625
VILLAGE,59625
SCHOOL,59625
COUNTY,144135
VILLAGE,144135
SCHOOL,144135
COUNTY,54100
VILLAGE,54100
SCHOOL,59100
COUNTY,81000
VILLAGE,81000
SCHOOL,81000
COUNTY,1000
VILLAGE,1000
SCHOOL,1000
COUNTY,65700
VILLAGE,65700
SCHOOL,65700
COUNTY,98000
VILLAGE,98000
SCHOOL,98000
COUNTY,82700
VILLAGE,82700
SCHOOL,82700
COUNTY,53500
VILLAGE,53500
SCHOOL,51670
COUNTY,79400
VILLAGE,79400
SCHOOL,79400
COUNTY,54700
VILLAGE,54700
SCHOOL,54700
COUNTY,42100
VILLAGE,42100
SCHOOL,42100
COUNTY,22000
VILLAGE,22000
SCHOOL,22000
COUNTY,41375
VILLAGE,41375
SCHOOL,39545
COUNTY,79400
VILLAGE,79400
SCHOOL,79400
COUNTY,58800
VILLAGE,58800
SCHOOL,58800
COUNTY,221200
VILLAGE,221200
SCHOOL,221200
COUNTY,95100
VILLAGE,95100
SCHOOL,93270
COUNTY,5725
VILLAGE,5725
SCHOOL,1935
COUNTY,19350
VILLAGE,19350
SCHOOL,17520
COUNTY,23000
VILLAGE,23000
SCHOOL,23000
COUNTY,19050
VILLAGE,19050
SCHOOL,19050
COUNTY,19350
VILLAGE,19350
SCHOOL,17520
COUNTY,37625
VILLAGE,37625
SCHOOL,37625
COUNTY,23000
VILLAGE,23000
SCHOOL,21170
COUNTY,30025
VILLAGE,30025
SCHOOL,30025
COUNTY,22850
VILLAGE,22850
SCHOOL,21020
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,21500
VILLAGE,21500
SCHOOL,21500
COUNTY,23825
VILLAGE,23825
SCHOOL,23825
COUNTY,19500
VILLAGE,19500
SCHOOL,19500
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,33600
VILLAGE,33600
SCHOOL,33600
COUNTY,30700
VILLAGE,30700
SCHOOL,28870
COUNTY,23125
VILLAGE,23125
SCHOOL,21295
COUNTY,21300
VILLAGE,21300
SCHOOL,19470
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,25725
VILLAGE,25725
SCHOOL,23895
COUNTY,19575
VILLAGE,19575
SCHOOL,17745
COUNTY,3000
VILLAGE,3000
SCHOOL,3000
COUNTY,22600
VILLAGE,22600
SCHOOL,22600
COUNTY,38680
VILLAGE,38680
SCHOOL,38680
COUNTY,22375
VILLAGE,22375
SCHOOL,20545
COUNTY,19950
VILLAGE,19950
SCHOOL,18120
COUNTY,45400
VILLAGE,45400
SCHOOL,45400
COUNTY,5900
VILLAGE,5900
SCHOOL,5900
COUNTY,21700
VILLAGE,21700
SCHOOL,21700
COUNTY,22000
VILLAGE,22000
SCHOOL,22000
COUNTY,21375
VILLAGE,21375
SCHOOL,21375
COUNTY,21425
VILLAGE,21425
SCHOOL,19595
COUNTY,29625
VILLAGE,29625
SCHOOL,29625
COUNTY,37400
VILLAGE,37400
SCHOOL,37400
COUNTY,29850
VILLAGE,29850
SCHOOL,29850
COUNTY,52800
VILLAGE,52800
SCHOOL,52800
COUNTY,22645
VILLAGE,22645
SCHOOL,22645
COUNTY,33175
VILLAGE,33175
SCHOOL,33175
COUNTY,23300
VILLAGE,23300
SCHOOL,23300
COUNTY,26075
VILLAGE,26075
SCHOOL,26075
COUNTY,28400
VILLAGE,28400
SCHOOL,28400
COUNTY,42250
VILLAGE,42250
SCHOOL,42250
COUNTY,8700
VILLAGE,8700
SCHOOL,8700
COUNTY,2400
VILLAGE,2400
SCHOOL,2400
COUNTY,400
VILLAGE,400
SCHOOL,400
COUNTY,15775
VILLAGE,15775
SCHOOL,15775
COUNTY,22800
VILLAGE,22800
SCHOOL,22800
COUNTY,22900
VILLAGE,22900
SCHOOL,22900
COUNTY,20600
VILLAGE,20600
SCHOOL,18770
COUNTY,28850
VILLAGE,28850
SCHOOL,27020
COUNTY,31250
VILLAGE,31250
SCHOOL,31250
COUNTY,19000
VILLAGE,19000
SCHOOL,22170
COUNTY,33000
VILLAGE,33000
SCHOOL,33000
COUNTY,49275
VILLAGE,49275
SCHOOL,47445
COUNTY,41350
VILLAGE,41350
SCHOOL,41350
COUNTY,18925
VILLAGE,18925
SCHOOL,17095
COUNTY,21750
VILLAGE,21750
SCHOOL,21750
COUNTY,11650
VILLAGE,11650
SCHOOL,11650
COUNTY,11500
VILLAGE,11500
SCHOOL,9670
COUNTY,4600
VILLAGE,4600
SCHOOL,4600
COUNTY,20200
VILLAGE,20200
SCHOOL,20200
COUNTY,15790
VILLAGE,15790
SCHOOL,13010
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,73925
VILLAGE,73925
SCHOOL,73925
COUNTY,35050
VILLAGE,35050
SCHOOL,35050
COUNTY,42215
VILLAGE,42215
SCHOOL,40385
COUNTY,16200
VILLAGE,16200
SCHOOL,16200
COUNTY,15800
VILLAGE,15800
SCHOOL,15800
COUNTY,3385
VILLAGE,3385
SCHOOL,3385
COUNTY,39600
VILLAGE,39600
SCHOOL,39600
COUNTY,24100
VILLAGE,24100
SCHOOL,22270
COUNTY,9200
VILLAGE,9200
SCHOOL,9200
COUNTY,83250
VILLAGE,83250
SCHOOL,83250
COUNTY,14450
VILLAGE,14450
SCHOOL,12620
COUNTY,41050
VILLAGE,41050
SCHOOL,41050
COUNTY,39700
VILLAGE,39700
SCHOOL,37870
COUNTY,42400
VILLAGE,42400
SCHOOL,42400
COUNTY,90000
VILLAGE,90000
SCHOOL,90000
COUNTY,29900
VILLAGE,29900
SCHOOL,29900
COUNTY,36325
VILLAGE,36325
SCHOOL,36325
COUNTY,104192
VILLAGE,104192
SCHOOL,104192
COUNTY,99450
VILLAGE,99450
SCHOOL,99450
COUNTY,94800
VILLAGE,94800
SCHOOL,94800
COUNTY,13700
VILLAGE,13700
SCHOOL,11870
COUNTY,13425
VILLAGE,13425
SCHOOL,11595
COUNTY,18675
VILLAGE,18675
SCHOOL,16845
COUNTY,14600
VILLAGE,14600
SCHOOL,12770
COUNTY,13500
VILLAGE,13500
SCHOOL,13500
COUNTY,12875
VILLAGE,12875
SCHOOL,12875
COUNTY,11250
VILLAGE,11250
SCHOOL,7460
COUNTY,108500
VILLAGE,108500
SCHOOL,108500
COUNTY,12700
VILLAGE,12700
SCHOOL,8910
COUNTY,16100
VILLAGE,16100
SCHOOL,14270
COUNTY,15000
VILLAGE,15000
SCHOOL,15000
COUNTY,12500
VILLAGE,12500
SCHOOL,12500
COUNTY,17200
VILLAGE,17200
SCHOOL,15370
COUNTY,16275
VILLAGE,16275
SCHOOL,14445
COUNTY,14300
VILLAGE,14300
SCHOOL,12470
COUNTY,15200
VILLAGE,15200
SCHOOL,15200
COUNTY,12325
VILLAGE,12325
SCHOOL,12325
COUNTY,9475
VILLAGE,9475
SCHOOL,7645
COUNTY,15850
VILLAGE,15850
SCHOOL,15850
COUNTY,63905
VILLAGE,63905
SCHOOL,63905
COUNTY,86500
VILLAGE,86500
SCHOOL,86500
COUNTY,19200
VILLAGE,19200
SCHOOL,19200
COUNTY,31325
VILLAGE,31325
SCHOOL,31325
COUNTY,40100
VILLAGE,40100
SCHOOL,40100
COUNTY,56575
VILLAGE,56575
SCHOOL,56575
COUNTY,64425
VILLAGE,64425
SCHOOL,64425
COUNTY,48700
VILLAGE,48700
SCHOOL,48700
COUNTY,32015
VILLAGE,32015
SCHOOL,31195
COUNTY,86900
VILLAGE,86900
SCHOOL,86900
COUNTY,88200
VILLAGE,88200
SCHOOL,88200
COUNTY,64250
VILLAGE,64250
SCHOOL,64250
COUNTY,68500
VILLAGE,68500
SCHOOL,68500
COUNTY,55950
VILLAGE,55950
SCHOOL,55950
