TAX,ASSESSED
SCHOOL,14370
COUNTY,16175
VILLAGE,16175
SCHOOL,16175
COUNTY,11550
VILLAGE,11550
SCHOOL,9720
COUNTY,9100
VILLAGE,9100
SCHOOL,7270
COUNTY,13600
VILLAGE,13600
SCHOOL,11770
COUNTY,10700
VILLAGE,10700
SCHOOL,10700
COUNTY,18100
VILLAGE,18100
SCHOOL,18100
COUNTY,13350
VILLAGE,13350
SCHOOL,13350
COUNTY,14025
VILLAGE,14025
SCHOOL,12195
COUNTY,9900
VILLAGE,9900
SCHOOL,8070
COUNTY,13900
VILLAGE,13900
SCHOOL,13900
COUNTY,12275
VILLAGE,12275
SCHOOL,10445
COUNTY,9675
VILLAGE,9675
SCHOOL,5885
COUNTY,13950
VILLAGE,13950
SCHOOL,12120
COUNTY,17050
VILLAGE,17050
SCHOOL,15220
COUNTY,18250
VILLAGE,18250
SCHOOL,16420
COUNTY,10600
VILLAGE,10600
SCHOOL,8770
COUNTY,10700
VILLAGE,10700
SCHOOL,8870
COUNTY,15875
VILLAGE,15875
SCHOOL,15875
COUNTY,18925
VILLAGE,18925
SCHOOL,17095
COUNTY,17425
VILLAGE,17425
SCHOOL,15595
COUNTY,17525
VILLAGE,17525
SCHOOL,17525
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,19000
VILLAGE,19000
SCHOOL,19000
COUNTY,19200
VILLAGE,19200
SCHOOL,17370
COUNTY,17800
VILLAGE,17800
SCHOOL,17800
COUNTY,8250
VILLAGE,8250
SCHOOL,6420
COUNTY,12100
VILLAGE,12100
SCHOOL,10270
COUNTY,13300
VILLAGE,13300
SCHOOL,11470
COUNTY,11075
VILLAGE,11075
SCHOOL,9245
COUNTY,9900
VILLAGE,9900
SCHOOL,8070
COUNTY,8400
VILLAGE,8400
SCHOOL,7270
COUNTY,15600
VILLAGE,15600
SCHOOL,13770
COUNTY,3851
VILLAGE,3851
SCHOOL,7070
COUNTY,13385
VILLAGE,13385
SCHOOL,11555
COUNTY,9200
VILLAGE,9200
SCHOOL,7370
COUNTY,10440
VILLAGE,10440
SCHOOL,8610
COUNTY,13500
VILLAGE,13500
SCHOOL,11670
COUNTY,10475
VILLAGE,10475
SCHOOL,8645
COUNTY,18075
VILLAGE,18075
SCHOOL,16245
COUNTY,1200
VILLAGE,1200
SCHOOL,1200
COUNTY,12800
VILLAGE,12800
SCHOOL,10970
COUNTY,9200
VILLAGE,9200
SCHOOL,9200
COUNTY,10875
VILLAGE,10875
SCHOOL,9045
COUNTY,13300
VILLAGE,13300
SCHOOL,11470
COUNTY,12600
VILLAGE,12600
SCHOOL,8810
COUNTY,13000
VILLAGE,13000
SCHOOL,11170
COUNTY,19650
VILLAGE,19650
SCHOOL,19650
COUNTY,8700
VILLAGE,8700
SCHOOL,6870
COUNTY,8000
VILLAGE,8000
SCHOOL,8000
COUNTY,13950
VILLAGE,13950
SCHOOL,12120
COUNTY,11850
VILLAGE,11850
SCHOOL,8060
COUNTY,13650
VILLAGE,13650
SCHOOL,13650
COUNTY,17100
VILLAGE,17100
SCHOOL,17100
COUNTY,11000
VILLAGE,11000
SCHOOL,11000
COUNTY,11975
VILLAGE,11975
SCHOOL,10145
COUNTY,10450
VILLAGE,10450
SCHOOL,10450
COUNTY,11300
VILLAGE,11300
SCHOOL,9470
COUNTY,10850
VILLAGE,10850
SCHOOL,9020
COUNTY,14200
VILLAGE,14200
SCHOOL,14200
COUNTY,8400
VILLAGE,8400
SCHOOL,8400
COUNTY,10550
VILLAGE,10550
SCHOOL,8720
COUNTY,9117
VILLAGE,9117
SCHOOL,8970
COUNTY,8925
VILLAGE,8925
SCHOOL,8925
COUNTY,9200
VILLAGE,9200
SCHOOL,7370
COUNTY,10500
VILLAGE,10500
SCHOOL,8670
COUNTY,10600
VILLAGE,10600
SCHOOL,8770
COUNTY,10900
VILLAGE,10900
SCHOOL,7110
COUNTY,15500
VILLAGE,15500
SCHOOL,15500
COUNTY,17575
VILLAGE,17575
SCHOOL,17575
COUNTY,9325
VILLAGE,9325
SCHOOL,7495
COUNTY,10300
VILLAGE,10300
SCHOOL,10300
COUNTY,9100
VILLAGE,9100
SCHOOL,7270
COUNTY,4200
VILLAGE,4200
SCHOOL,4200
COUNTY,6350
VILLAGE,6350
SCHOOL,4520
COUNTY,17600
VILLAGE,17600
SCHOOL,15770
COUNTY,200
VILLAGE,200
SCHOOL,200
COUNTY,1200
VILLAGE,1200
SCHOOL,1200
COUNTY,2100
VILLAGE,2100
SCHOOL,2100
COUNTY,7500
VILLAGE,7500
SCHOOL,7500
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,9500
VILLAGE,9500
SCHOOL,7670
COUNTY,14615
VILLAGE,14615
SCHOOL,12785
COUNTY,10000
VILLAGE,10000
SCHOOL,8170
COUNTY,14200
VILLAGE,14200
SCHOOL,14200
COUNTY,9500
VILLAGE,9500
SCHOOL,7670
COUNTY,17625
VILLAGE,17625
SCHOOL,17625
COUNTY,2300
VILLAGE,2300
SCHOOL,2300
COUNTY,7750
VILLAGE,7750
SCHOOL,5920
COUNTY,3100
VILLAGE,3100
SCHOOL,1270
COUNTY,11550
VILLAGE,11550
SCHOOL,7760
COUNTY,9900
VILLAGE,9900
SCHOOL,9900
COUNTY,11825
VILLAGE,11825
SCHOOL,11825
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,10200
VILLAGE,10200
SCHOOL,8370
COUNTY,11500
VILLAGE,11500
SCHOOL,9670
COUNTY,9500
VILLAGE,9500
SCHOOL,9500
COUNTY,11700
VILLAGE,11700
SCHOOL,11700
COUNTY,12400
VILLAGE,12400
SCHOOL,10570
COUNTY,16300
VILLAGE,16300
SCHOOL,14470
COUNTY,13400
VILLAGE,13400
SCHOOL,11570
COUNTY,13000
VILLAGE,13000
SCHOOL,13000
COUNTY,11500
VILLAGE,11500
SCHOOL,9670
COUNTY,7000
VILLAGE,7000
SCHOOL,8210
COUNTY,12225
VILLAGE,12225
SCHOOL,10395
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,15700
VILLAGE,15700
SCHOOL,13870
COUNTY,100
VILLAGE,100
SCHOOL,100
COUNTY,600
VILLAGE,600
SCHOOL,600
COUNTY,14850
VILLAGE,14850
SCHOOL,13020
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,15100
VILLAGE,15100
SCHOOL,13270
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,7600
VILLAGE,7600
SCHOOL,10770
COUNTY,13500
VILLAGE,13500
SCHOOL,11670
COUNTY,11700
VILLAGE,11700
SCHOOL,9870
COUNTY,14300
VILLAGE,14300
SCHOOL,12470
COUNTY,17750
VILLAGE,17750
SCHOOL,15920
COUNTY,14000
VILLAGE,14000
SCHOOL,12170
COUNTY,11900
VILLAGE,11900
SCHOOL,10070
COUNTY,11900
VILLAGE,11900
SCHOOL,10070
COUNTY,11900
VILLAGE,11900
SCHOOL,10070
COUNTY,15400
VILLAGE,15400
SCHOOL,13570
COUNTY,11800
VILLAGE,11800
SCHOOL,9970
COUNTY,9800
VILLAGE,9800
SCHOOL,7970
COUNTY,9800
VILLAGE,9800
SCHOOL,7970
COUNTY,11500
VILLAGE,11500
SCHOOL,11500
COUNTY,10000
VILLAGE,10000
SCHOOL,10000
COUNTY,11700
VILLAGE,11700
SCHOOL,11700
COUNTY,8500
VILLAGE,8500
SCHOOL,9710
COUNTY,11300
VILLAGE,11300
SCHOOL,11300
COUNTY,15450
VILLAGE,15450
SCHOOL,13620
COUNTY,13125
VILLAGE,13125
SCHOOL,11295
COUNTY,13200
VILLAGE,13200
SCHOOL,13200
COUNTY,12100
VILLAGE,12100
SCHOOL,12100
COUNTY,15825
VILLAGE,15825
SCHOOL,13995
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,10275
VILLAGE,10275
SCHOOL,8445
COUNTY,12190
VILLAGE,12190
SCHOOL,9410
COUNTY,7300
VILLAGE,7300
SCHOOL,10470
COUNTY,11700
VILLAGE,11700
SCHOOL,7910
COUNTY,9800
VILLAGE,9800
SCHOOL,7970
COUNTY,11300
VILLAGE,11300
SCHOOL,9470
COUNTY,10440
VILLAGE,10440
SCHOOL,7660
COUNTY,13417
VILLAGE,13417
SCHOOL,13270
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,15750
VILLAGE,15750
SCHOOL,13920
COUNTY,13100
VILLAGE,13100
SCHOOL,11270
COUNTY,11700
VILLAGE,11700
SCHOOL,11700
COUNTY,13100
VILLAGE,13100
SCHOOL,11270
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,14950
VILLAGE,14950
SCHOOL,13120
COUNTY,15775
VILLAGE,15775
SCHOOL,15775
COUNTY,19350
VILLAGE,19350
SCHOOL,17520
COUNTY,16975
VILLAGE,16975
SCHOOL,15145
COUNTY,10600
VILLAGE,10600
SCHOOL,8770
COUNTY,18000
VILLAGE,18000
SCHOOL,18000
COUNTY,8217
VILLAGE,8217
SCHOOL,8070
COUNTY,18100
VILLAGE,18100
SCHOOL,18100
COUNTY,11300
VILLAGE,11300
SCHOOL,9470
COUNTY,9100
VILLAGE,9100
SCHOOL,7270
COUNTY,10200
VILLAGE,10200
SCHOOL,8370
COUNTY,11300
VILLAGE,11300
SCHOOL,9470
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,10800
VILLAGE,10800
SCHOOL,8970
COUNTY,15400
VILLAGE,15400
SCHOOL,13570
COUNTY,16050
VILLAGE,16050
SCHOOL,16050
COUNTY,13300
VILLAGE,13300
SCHOOL,13300
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,15050
VILLAGE,15050
SCHOOL,13220
COUNTY,14075
VILLAGE,14075
SCHOOL,12245
COUNTY,10900
VILLAGE,10900
SCHOOL,9070
COUNTY,11475
VILLAGE,11475
SCHOOL,11475
COUNTY,10550
VILLAGE,10550
SCHOOL,8720
COUNTY,12600
VILLAGE,12600
SCHOOL,12600
COUNTY,10200
VILLAGE,10200
SCHOOL,8370
COUNTY,10600
VILLAGE,10600
SCHOOL,6810
COUNTY,14225
VILLAGE,14225
SCHOOL,14225
COUNTY,11200
VILLAGE,11200
SCHOOL,9370
COUNTY,10600
VILLAGE,10600
SCHOOL,10600
COUNTY,12450
VILLAGE,12450
SCHOOL,10620
COUNTY,12100
VILLAGE,12100
SCHOOL,8310
COUNTY,9990
VILLAGE,9990
SCHOOL,9170
COUNTY,14300
VILLAGE,14300
SCHOOL,12470
COUNTY,10700
VILLAGE,10700
SCHOOL,10700
COUNTY,10300
VILLAGE,10300
SCHOOL,10300
COUNTY,12250
VILLAGE,12250
SCHOOL,10420
COUNTY,11300
VILLAGE,11300
SCHOOL,11300
COUNTY,12150
VILLAGE,12150
SCHOOL,10320
COUNTY,11900
VILLAGE,11900
SCHOOL,10070
COUNTY,10900
VILLAGE,10900
SCHOOL,7110
COUNTY,8740
VILLAGE,8740
SCHOOL,7920
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,14000
VILLAGE,14000
SCHOOL,12170
COUNTY,15575
VILLAGE,15575
SCHOOL,15575
COUNTY,13400
VILLAGE,13400
SCHOOL,13400
COUNTY,100
VILLAGE,100
SCHOOL,100
COUNTY,9100
VILLAGE,9100
SCHOOL,7270
COUNTY,12775
VILLAGE,12775
SCHOOL,10945
COUNTY,500
VILLAGE,500
SCHOOL,500
COUNTY,11100
VILLAGE,11100
SCHOOL,11100
COUNTY,10000
VILLAGE,10000
SCHOOL,8170
COUNTY,11700
VILLAGE,11700
SCHOOL,9870
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,16300
VILLAGE,16300
SCHOOL,16300
COUNTY,10900
VILLAGE,10900
SCHOOL,9070
COUNTY,11400
VILLAGE,11400
SCHOOL,9570
COUNTY,4900
VILLAGE,4900
SCHOOL,4900
COUNTY,9900
VILLAGE,9900
SCHOOL,8070
COUNTY,12725
VILLAGE,12725
SCHOOL,10895
COUNTY,12551
VILLAGE,12551
SCHOOL,15770
COUNTY,9990
VILLAGE,9990
SCHOOL,9170
COUNTY,200
VILLAGE,200
SCHOOL,200
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,14100
VILLAGE,14100
SCHOOL,12270
COUNTY,10825
VILLAGE,10825
SCHOOL,8995
COUNTY,18100
VILLAGE,18100
SCHOOL,16270
COUNTY,15050
VILLAGE,15050
SCHOOL,13220
COUNTY,12800
VILLAGE,12800
SCHOOL,10970
COUNTY,11100
VILLAGE,11100
SCHOOL,9270
COUNTY,16075
VILLAGE,16075
SCHOOL,16075
COUNTY,10400
VILLAGE,10400
SCHOOL,8570
COUNTY,15275
VILLAGE,15275
SCHOOL,15275
COUNTY,12100
VILLAGE,12100
SCHOOL,10270
COUNTY,16400
VILLAGE,16400
SCHOOL,16400
COUNTY,12200
VILLAGE,12200
SCHOOL,10370
COUNTY,9600
VILLAGE,9600
SCHOOL,7770
COUNTY,12800
VILLAGE,12800
SCHOOL,10970
COUNTY,10400
VILLAGE,10400
SCHOOL,8570
COUNTY,11350
VILLAGE,11350
SCHOOL,9520
COUNTY,11100
VILLAGE,11100
SCHOOL,11100
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,15650
VILLAGE,15650
SCHOOL,13820
COUNTY,12200
VILLAGE,12200
SCHOOL,12200
COUNTY,13100
VILLAGE,13100
SCHOOL,13100
COUNTY,10900
VILLAGE,10900
SCHOOL,9070
COUNTY,7100
VILLAGE,7100
SCHOOL,3310
COUNTY,12500
VILLAGE,12500
SCHOOL,12500
COUNTY,12300
VILLAGE,12300
SCHOOL,10470
COUNTY,11750
VILLAGE,11750
SCHOOL,9920
COUNTY,10200
VILLAGE,10200
SCHOOL,8370
COUNTY,12300
VILLAGE,12300
SCHOOL,12300
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,10100
VILLAGE,10100
SCHOOL,8270
COUNTY,10750
VILLAGE,10750
SCHOOL,8920
COUNTY,11900
VILLAGE,11900
SCHOOL,8110
COUNTY,10800
VILLAGE,10800
SCHOOL,8970
COUNTY,15210
VILLAGE,15210
SCHOOL,13380
COUNTY,10500
VILLAGE,10500
SCHOOL,8670
COUNTY,16475
VILLAGE,16475
SCHOOL,16475
COUNTY,18300
VILLAGE,18300
SCHOOL,18300
COUNTY,14950
VILLAGE,14950
SCHOOL,14950
COUNTY,14800
VILLAGE,14800
SCHOOL,14800
COUNTY,11250
VILLAGE,11250
SCHOOL,9420
COUNTY,12700
VILLAGE,12700
SCHOOL,12700
COUNTY,9800
VILLAGE,9800
SCHOOL,7970
COUNTY,9625
VILLAGE,9625
SCHOOL,9625
COUNTY,15250
VILLAGE,15250
SCHOOL,13420
COUNTY,10300
VILLAGE,10300
SCHOOL,8470
COUNTY,9800
VILLAGE,9800
SCHOOL,7970
COUNTY,12400
VILLAGE,12400
SCHOOL,10570
COUNTY,5800
VILLAGE,5800
SCHOOL,7010
COUNTY,11300
VILLAGE,11300
SCHOOL,9470
COUNTY,13500
VILLAGE,13500
SCHOOL,13500
COUNTY,11450
VILLAGE,11450
SCHOOL,9620
COUNTY,11875
VILLAGE,11875
SCHOOL,10045
COUNTY,11825
VILLAGE,11825
SCHOOL,11825
COUNTY,10090
VILLAGE,10090
SCHOOL,7310
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,11400
VILLAGE,11400
SCHOOL,9570
COUNTY,10900
VILLAGE,10900
SCHOOL,9070
COUNTY,10800
VILLAGE,10800
SCHOOL,8970
COUNTY,13800
VILLAGE,13800
SCHOOL,11970
COUNTY,11650
VILLAGE,11650
SCHOOL,11650
COUNTY,9050
VILLAGE,9050
SCHOOL,7710
COUNTY,12900
VILLAGE,12900
SCHOOL,11070
COUNTY,9800
VILLAGE,9800
SCHOOL,9800
COUNTY,11500
VILLAGE,11500
SCHOOL,9670
COUNTY,9000
VILLAGE,9000
SCHOOL,9000
COUNTY,10800
VILLAGE,10800
SCHOOL,10800
COUNTY,13000
VILLAGE,13000
SCHOOL,11170
COUNTY,12100
VILLAGE,12100
SCHOOL,10270
COUNTY,11750
VILLAGE,11750
SCHOOL,9920
COUNTY,13700
VILLAGE,13700
SCHOOL,11870
COUNTY,19350
VILLAGE,19350
SCHOOL,19350
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,12400
VILLAGE,12400
SCHOOL,10570
COUNTY,2000
VILLAGE,2000
SCHOOL,2000
COUNTY,12300
VILLAGE,12300
SCHOOL,12300
COUNTY,11100
VILLAGE,11100
SCHOOL,7310
COUNTY,14900
VILLAGE,14900
SCHOOL,14900
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,11700
VILLAGE,11700
SCHOOL,9870
COUNTY,12500
VILLAGE,12500
SCHOOL,12500
COUNTY,400
VILLAGE,400
SCHOOL,400
COUNTY,11400
VILLAGE,11400
SCHOOL,7610
COUNTY,13600
VILLAGE,13600
SCHOOL,11770
COUNTY,14150
VILLAGE,14150
SCHOOL,12320
COUNTY,10750
VILLAGE,10750
SCHOOL,8920
COUNTY,11600
VILLAGE,11600
SCHOOL,11600
COUNTY,10800
VILLAGE,10800
SCHOOL,8970
COUNTY,13800
VILLAGE,13800
SCHOOL,11970
COUNTY,14500
VILLAGE,14500
SCHOOL,12670
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,11100
VILLAGE,11100
SCHOOL,11100
COUNTY,12000
VILLAGE,12000
SCHOOL,12000
COUNTY,11300
VILLAGE,11300
SCHOOL,11300
COUNTY,15600
VILLAGE,15600
SCHOOL,11810
COUNTY,10800
VILLAGE,10800
SCHOOL,10800
COUNTY,11300
VILLAGE,11300
SCHOOL,9470
COUNTY,12300
VILLAGE,12300
SCHOOL,12300
COUNTY,11100
VILLAGE,11100
SCHOOL,11100
COUNTY,10200
VILLAGE,10200
SCHOOL,10200
COUNTY,10000
VILLAGE,10000
SCHOOL,10000
COUNTY,9600
VILLAGE,9600
SCHOOL,9020
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,11500
VILLAGE,11500
SCHOOL,11500
COUNTY,10000
VILLAGE,10000
SCHOOL,8170
COUNTY,12275
VILLAGE,12275
SCHOOL,10445
COUNTY,12750
VILLAGE,12750
SCHOOL,10920
COUNTY,12750
VILLAGE,12750
SCHOOL,12750
COUNTY,12150
VILLAGE,12150
SCHOOL,10320
COUNTY,14575
VILLAGE,14575
SCHOOL,14575
COUNTY,13525
VILLAGE,13525
SCHOOL,11695
COUNTY,12325
VILLAGE,12325
SCHOOL,10495
COUNTY,7227
VILLAGE,7227
SCHOOL,8070
COUNTY,10700
VILLAGE,10700
SCHOOL,8870
COUNTY,15850
VILLAGE,15850
SCHOOL,15850
COUNTY,12150
VILLAGE,12150
SCHOOL,10320
COUNTY,11925
VILLAGE,11925
SCHOOL,10095
COUNTY,11600
VILLAGE,11600
SCHOOL,9770
COUNTY,9090
VILLAGE,9090
SCHOOL,8270
COUNTY,10800
VILLAGE,10800
SCHOOL,8970
COUNTY,10500
VILLAGE,10500
SCHOOL,8670
COUNTY,10100
VILLAGE,10100
SCHOOL,8270
COUNTY,13050
VILLAGE,13050
SCHOOL,11220
COUNTY,12200
VILLAGE,12200
SCHOOL,12200
COUNTY,12900
VILLAGE,12900
SCHOOL,11070
COUNTY,10000
VILLAGE,10000
SCHOOL,8170
COUNTY,18700
VILLAGE,18700
SCHOOL,16870
COUNTY,16965
VILLAGE,16965
SCHOOL,15135
COUNTY,11500
VILLAGE,11500
SCHOOL,9670
COUNTY,10400
VILLAGE,10400
SCHOOL,10400
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,9190
VILLAGE,9190
SCHOOL,6410
COUNTY,19350
VILLAGE,19350
SCHOOL,19350
COUNTY,10300
VILLAGE,10300
SCHOOL,10300
COUNTY,11150
VILLAGE,11150
SCHOOL,11150
COUNTY,10925
VILLAGE,10925
SCHOOL,9095
COUNTY,1700
VILLAGE,1700
SCHOOL,1700
COUNTY,11650
VILLAGE,11650
SCHOOL,9820
COUNTY,9700
VILLAGE,9700
SCHOOL,9700
COUNTY,14000
VILLAGE,14000
SCHOOL,12170
COUNTY,13400
VILLAGE,13400
SCHOOL,11570
COUNTY,7800
VILLAGE,7800
SCHOOL,5970
COUNTY,7617
VILLAGE,7617
SCHOOL,7470
COUNTY,11275
VILLAGE,11275
SCHOOL,11275
COUNTY,10400
VILLAGE,10400
SCHOOL,10400
COUNTY,8390
VILLAGE,8390
SCHOOL,7570
COUNTY,11290
VILLAGE,11290
SCHOOL,10470
COUNTY,10775
VILLAGE,10775
SCHOOL,8945
COUNTY,10750
VILLAGE,10750
SCHOOL,10750
COUNTY,13000
VILLAGE,13000
SCHOOL,11170
COUNTY,9900
VILLAGE,9900
SCHOOL,9900
COUNTY,9717
VILLAGE,9717
SCHOOL,7610
COUNTY,10900
VILLAGE,10900
SCHOOL,10900
COUNTY,9800
VILLAGE,9800
SCHOOL,7970
COUNTY,11600
VILLAGE,11600
SCHOOL,7810
COUNTY,16275
VILLAGE,16275
SCHOOL,16275
COUNTY,12700
VILLAGE,12700
SCHOOL,10870
COUNTY,11700
VILLAGE,11700
SCHOOL,11700
COUNTY,11100
VILLAGE,11100
SCHOOL,7310
COUNTY,14350
VILLAGE,14350
SCHOOL,12520
COUNTY,9945
VILLAGE,9945
SCHOOL,8115
COUNTY,9700
VILLAGE,9700
SCHOOL,7870
COUNTY,12250
VILLAGE,12250
SCHOOL,10420
COUNTY,12000
VILLAGE,12000
SCHOOL,12000
COUNTY,13050
VILLAGE,13050
SCHOOL,11220
COUNTY,12325
VILLAGE,12325
SCHOOL,10495
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,10200
VILLAGE,10200
SCHOOL,10200
COUNTY,10575
VILLAGE,10575
SCHOOL,8745
COUNTY,13650
VILLAGE,13650
SCHOOL,11820
COUNTY,11650
VILLAGE,11650
SCHOOL,11650
COUNTY,11600
VILLAGE,11600
SCHOOL,9770
COUNTY,9800
VILLAGE,9800
SCHOOL,7970
COUNTY,12900
VILLAGE,12900
SCHOOL,11070
COUNTY,13275
VILLAGE,13275
SCHOOL,11445
COUNTY,10000
VILLAGE,10000
SCHOOL,6210
COUNTY,2600
VILLAGE,2600
SCHOOL,2600
COUNTY,11175
VILLAGE,11175
SCHOOL,9345
COUNTY,10500
VILLAGE,10500
SCHOOL,8670
COUNTY,10025
VILLAGE,10025
SCHOOL,8195
COUNTY,12400
VILLAGE,12400
SCHOOL,10570
COUNTY,6500
VILLAGE,6500
SCHOOL,2710
COUNTY,9900
VILLAGE,9900
SCHOOL,8070
COUNTY,9100
VILLAGE,9100
SCHOOL,7270
COUNTY,5100
VILLAGE,5100
SCHOOL,1310
COUNTY,12400
VILLAGE,12400
SCHOOL,10570
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,13450
VILLAGE,13450
SCHOOL,13450
COUNTY,2437
VILLAGE,2437
SCHOOL,1147
COUNTY,11290
VILLAGE,11290
SCHOOL,10470
COUNTY,11450
VILLAGE,11450
SCHOOL,9620
COUNTY,10900
VILLAGE,10900
SCHOOL,9070
COUNTY,11900
VILLAGE,11900
SCHOOL,10070
COUNTY,12500
VILLAGE,12500
SCHOOL,12500
COUNTY,13080
VILLAGE,13080
SCHOOL,11250
COUNTY,100
VILLAGE,100
SCHOOL,100
COUNTY,11950
VILLAGE,11950
SCHOOL,10120
COUNTY,10900
VILLAGE,10900
SCHOOL,9070
COUNTY,9275
VILLAGE,9275
SCHOOL,7445
COUNTY,10790
VILLAGE,10790
SCHOOL,9970
COUNTY,11260
VILLAGE,11260
SCHOOL,9430
COUNTY,9300
VILLAGE,9300
SCHOOL,7470
COUNTY,10700
VILLAGE,10700
SCHOOL,6910
COUNTY,17350
VILLAGE,17350
SCHOOL,17350
COUNTY,13600
VILLAGE,13600
SCHOOL,13600
COUNTY,4300
VILLAGE,4300
SCHOOL,5510
COUNTY,10100
VILLAGE,10100
SCHOOL,10100
COUNTY,2600
VILLAGE,2600
SCHOOL,2600
COUNTY,6000
VILLAGE,6000
SCHOOL,9170
COUNTY,11200
VILLAGE,11200
SCHOOL,9370
COUNTY,15625
VILLAGE,15625
SCHOOL,13795
COUNTY,17700
VILLAGE,17700
SCHOOL,17700
COUNTY,11250
VILLAGE,11250
SCHOOL,11250
COUNTY,11650
VILLAGE,11650
SCHOOL,11650
COUNTY,13800
VILLAGE,13800
SCHOOL,13800
COUNTY,11200
VILLAGE,11200
SCHOOL,9370
COUNTY,10300
VILLAGE,10300
SCHOOL,10300
COUNTY,11500
VILLAGE,11500
SCHOOL,9670
COUNTY,11100
VILLAGE,11100
SCHOOL,9270
COUNTY,11600
VILLAGE,11600
SCHOOL,11600
COUNTY,12900
VILLAGE,12900
SCHOOL,9110
COUNTY,2600
VILLAGE,2600
SCHOOL,2600
COUNTY,13200
VILLAGE,13200
SCHOOL,11370
COUNTY,12050
VILLAGE,12050
SCHOOL,10220
COUNTY,5650
VILLAGE,5650
SCHOOL,1860
COUNTY,12000
VILLAGE,12000
SCHOOL,10170
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,10600
VILLAGE,10600
SCHOOL,10600
COUNTY,11850
VILLAGE,11850
SCHOOL,10020
COUNTY,14225
VILLAGE,14225
SCHOOL,12395
COUNTY,10975
VILLAGE,10975
SCHOOL,9145
COUNTY,12400
VILLAGE,12400
SCHOOL,8910
COUNTY,12300
VILLAGE,12300
SCHOOL,10470
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,10600
VILLAGE,10600
SCHOOL,8770
COUNTY,11200
VILLAGE,11200
SCHOOL,11200
COUNTY,10000
VILLAGE,10000
SCHOOL,10000
COUNTY,10300
VILLAGE,10300
SCHOOL,10300
COUNTY,13365
VILLAGE,13365
SCHOOL,13365
COUNTY,9000
VILLAGE,9000
SCHOOL,7170
COUNTY,13000
VILLAGE,13000
SCHOOL,13000
COUNTY,13425
VILLAGE,13425
SCHOOL,11595
COUNTY,9900
VILLAGE,9900
SCHOOL,8070
COUNTY,12500
VILLAGE,12500
SCHOOL,12500
COUNTY,11725
VILLAGE,11725
SCHOOL,11725
COUNTY,11700
VILLAGE,11700
SCHOOL,9870
COUNTY,11125
VILLAGE,11125
SCHOOL,9295
COUNTY,11375
VILLAGE,11375
SCHOOL,11375
COUNTY,2550
VILLAGE,2550
SCHOOL,1260
COUNTY,11400
VILLAGE,11400
SCHOOL,9570
COUNTY,12050
VILLAGE,12050
SCHOOL,10220
COUNTY,17375
VILLAGE,17375
SCHOOL,17375
COUNTY,4050
VILLAGE,4050
SCHOOL,260
COUNTY,12100
VILLAGE,12100
SCHOOL,10270
COUNTY,11000
VILLAGE,11000
SCHOOL,11000
COUNTY,11800
VILLAGE,11800
SCHOOL,9970
COUNTY,13870
VILLAGE,13870
SCHOOL,12040
COUNTY,12000
VILLAGE,12000
SCHOOL,12000
COUNTY,11450
VILLAGE,11450
SCHOOL,9620
COUNTY,16800
VILLAGE,16800
SCHOOL,16800
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,15850
VILLAGE,15850
SCHOOL,15850
COUNTY,10600
VILLAGE,10600
SCHOOL,10600
COUNTY,11100
VILLAGE,11100
SCHOOL,9270
COUNTY,11500
VILLAGE,11500
SCHOOL,11500
COUNTY,10100
VILLAGE,10100
SCHOOL,8270
COUNTY,1200
VILLAGE,1200
SCHOOL,1200
COUNTY,11200
VILLAGE,11200
SCHOOL,9370
COUNTY,9500
VILLAGE,9500
